Model,Threshold,TP,TN,FP,FN,Accuracy,PrecisionPositive,RecallPositive,F1Positive,MacroF1,Selected
VISUAL,0.105000,5,0,3,0,0.625000,0.625000,1.000000,0.769231,0.384615,false
VISUAL,0.106000,5,0,3,0,0.625000,0.625000,1.000000,0.769231,0.384615,false
VISUAL,0.107000,5,0,3,0,0.625000,0.625000,1.000000,0.769231,0.384615,false
VISUAL,0.108000,5,0,3,0,0.625000,0.625000,1.000000,0.769231,0.384615,false
VISUAL,0.109000,5,0,3,0,0.625000,0.625000,1.000000,0.769231,0.384615,false
VISUAL,0.110000,5,0,3,0,0.625000,0.625000,1.000000,0.769231,0.384615,false
VISUAL,0.111000,5,0,3,0,0.625000,0.625000,1.000000,0.769231,0.384615,false
VISUAL,0.112000,5,0,3,0,0.625000,0.625000,1.000000,0.769231,0.384615,false
VISUAL,0.113000,5,0,3,0,0.625000,0.625000,1.000000,0.769231,0.384615,false
VISUAL,0.114000,5,0,3,0,0.625000,0.625000,1.000000,0.769231,0.384615,false
