Sha256,FileName,Expected,LabelSource,TitleTypes,QrLabels,PreviousDecision,PreviousResolutionReason,ResolvedDecision,ResolutionReason,CorrectWhenDecided,D1cGateApplied,StrongFacturaTitle,StrongEvidenceLine,GateReason
183FAE302DC2004BF0E2C13EDF85A8E9D75E168D01D7313E31DA45794CE0428D,Z001023283873.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
18662EDEE4B4C711C1906E7CE4BE366A758A1188B97E161AF48336D6A3DBAE48,Z001023478148.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
1879A4B5E7DA36E01B0F9CAF23754C27B06EA092E21F7A347CF60B15776875ED,Z001023242403.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
18F720B96A147A5AB163A7A9CF2973DD63B5BF1945AE004DF51831A085DBD07A,Z001023336305.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA|FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
194F2DA87B4471D4F618FDAFBE7C074F5DB1BC27D67350BC9E865BDBEDECF437,Z001023454444.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
1A336FF617D5A0C3A526B99A96FBAFD04444DB1284DF057F7A0963EF0F477489,Z001023305710.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA|FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
1A36A3CBE7FCC2D88B622D11158D47FC31F218354BA5CAD55E5F076338CD7FD6,Z001023242302.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
1A4F808049D1A37F4E6AB760DD7135F61503613DEB13BADD69E536FEA2FC6B9F,Z001023454592.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
1AE4FB903432A3B60DB3450D9487FFB226463AF51EC1BEC47448AC3F3C7B894F,Z001023350419.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
1C046CF254BA1E8E323C11493B60FE53712CC1B84EFF61DE83864A7D0C4355D1,Z001023284033.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
1C4DB25AAC0A169B26D121DF0992AB546E8D487A74FD1E45FDEF3490F3708601,Z001023243325.pdf,OTRO_DOCUMENTO,EXISTING_GROUND_TRUTH,FACTURA,,FACTURA,FACTURA_TITLE_ONLY,,NO_DECISION_SECONDARY_FACTURA,,True,False,ECONOMICAS FACTURA DE CREDITO,FACTURA_NOT_IN_TITLE_POSITION
1C8A8808678EDA0EE2B05BB8A61144E4290EE9E18251346BBD2683F09C7D888B,Z001023242962.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
1DA9864804DCE41CA146730F9EB0523D3ADD3030E9014CAA057097A2EA07C711,Z001023422321.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
1DBAC85FD76DFB51E641F429E17BBA22563A0F38D8362D27B66EB5322644AAE6,Z001023397971.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
1DC499A08B5A4C8EB40237A78633ACD98DF16FB8437876D106B4265CC4451588,Z001023266252.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
1DE3D57C29CD74BE3B52809E07F5687161ED4F785B56045F8B4F677FDFD93DDA,Z001023384922.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
1E017419E073DE02B948D0FF0A3422759D77C393D6A5BC26E76BD8404C0104B5,Z001023337681.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
1E9F93E9439263AB091E1FCFA2C61AE17A3F0F1AA79A93DF4A5306624A24BEBC,Z001023243457.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
1ED366B383A3896CFEB2405CE4CAC87D9D060DC3080F784F47BED59A1054A232,Z001023454613.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
1F174E86620ADDAB1691ADA0E9A283270D292E6AED4C4B923DDAFE19769D07EB,Z001023306029.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
1F74158A70E303CD4219E3F0A4C0F0EE744292D6CD4C7585ECB69924A9CF7E6A,Z001023351276.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
1F8ED7AFA5B9414E174104C2C5ADF13AF964A27329A26B561987EB073FC3BC7C,Z001023283788.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
1FE5EE8327E145829C17BEDC6ED8E4BE89C6EF299984C6A454FC15B2245B7981,Z001023283744.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
201C2EF248B3E04F47F214E95A8360183B42A01E5B635FEAA9E07529A8C328CD,Z001023466675.pdf,OTRO_DOCUMENTO,QR_ARCA_STRONG,NOTA_DEBITO|FACTURA,OTRO_DOCUMENTO,OTRO_DOCUMENTO,QR_ARCA_VALID_OTHER,OTRO_DOCUMENTO,QR_ARCA_VALID_OTHER,True,False,,,NOT_APPLICABLE
21260D1DEB9F5FC490513022E1FD91F7B583EE94863480B42371917D5BADB457,Z001023242803.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
21438B9765F499855432F21148F956C714AAA9C79EDA7413564EEE9455850671,Z001023243397.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
2154FD617AF13243DB7B586CCBA7EF469689877C9BAA53B0F84ED403E793BC99,Z001023422117.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA|FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
21FA95E0441B94EC1CA8C6B2756C6170EA9D9D18C5A192D2619FDAD6992514CB,Z001023349831.pdf,FACTURA,QR_ARCA_STRONG,,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
225886580C85D6E9291E33F31E663C265C372BE9B6DFF5D4C18D41160FBBE122,Z001023351257.pdf,OTRO_DOCUMENTO,QR_ARCA_STRONG,NOTA_CREDITO,OTRO_DOCUMENTO,OTRO_DOCUMENTO,QR_ARCA_VALID_OTHER,OTRO_DOCUMENTO,QR_ARCA_VALID_OTHER,True,False,,,NOT_APPLICABLE
22672F8A78F1673F9C86E8AF6C0F74C68CE69F6A47D30B59631ADDF0538252D0,Z001023266857.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
22E69D2F00D6232ED552D42A07BCBA93D825967D3875DEEF8648F80EBE48E36E,Z001023398886.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
24508D57D9D2FE1CF19E71BF862D1C297C3B233C58E91B1FBCA2A8AB5AA2867E,Z001023267406.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
2537FDF817D544D0E6993F9039C282B601828BF4030072FE60AA952C6CEBC923,Z001023267412.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
25906BA449000FDC416BE77ADE177F67876EE90F96C8DA7EAF7532B3DE978549,Z001023243399.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
263D415F6C5CCB5E35FCFF9F2EF41B20D3D9D37D6BB52D156229BC10E818CD63,Z001023266941.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
263DEF4CEBFD41025BF8C60D814D6D9533131D244D35E3D23C08BBE8917C9BD9,Z001023305709.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA|FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
268E9CF0A794A2450E7EFF249D3AD2594B21A19EC5462DA31C99A736388B63C2,Z001023266240.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
26EA4A2318A2CA163F0725B8551C9F4CFE6E45EA6578CACC90BC64C6575AF63B,Z001023385178.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
27BC4B18F491209F599B195B0ABC49F006BFC50896F0790871B4164089202C88,Z001023267236.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
283DD750150A80FD78B56DFD05BD0CF320ED7EE5AFE628DC3A273F00642CECD5,Z001023409587.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
28FCC8808B0DEE25A850B6F4C5063E17FB94B3CB194917E84422E9F2A8C111A5,Z001023243169.pdf,OTRO_DOCUMENTO,EXISTING_GROUND_TRUTH,,,,NO_DECISION,,NO_DECISION,,False,,,NOT_APPLICABLE
29C2F82AE52AB4771D5C4F02A6C04F9336214832AD7F90907EEA3FC074BA9648,Z001023305791.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
2AB39536303132A97CD1C0CC132118D01E08A560594A6E39D2FBAD019CCA88B8,Z001023422110.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
2AD909C6F5BC9106E0C189FB9B3FBD110F046A61DAD56FF8DB8A50C7655E2F78,Z001023305872.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
2B7B4A103183D9CE12C1E4633A50995F03B0E8565D49ED8EFAB97C764BC69FD2,Z001023410722.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
2CA999327575D864D33380273D2641121C3430B06EBEB1396C57028AD278AEC0,Z001023243423.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
2D43B3648B73EFBB36772933B8ED7CE0CD779C0945E776A136EC6123FA5D5551,Z001023243329.pdf,FACTURA,EXISTING_GROUND_TRUTH,FACTURA,,FACTURA,FACTURA_TITLE_ONLY,FACTURA,FACTURA_TITLE_ONLY_STRONG_POSITIONAL,True,True,True,FACTURA Ng 00007-00001955,EXPLICIT_IDENTIFIER_SAME_LINE
2DE59A9D326B610580C5CD2FD4DB06C2676F42330654893AE8C8450A6D4D4A34,Z001023242964.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
2E2889EBA992FF88C5260B76B01933BFBA0AA678BD94B8970181748B220ED2C5,Z001023266226.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
2EC76160DBDDCC45143BCA711E6203A7CB1D3F4A5AAED7C76887E33703D671DD,Z001023423296.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
2F1D5E06F79A2F76079B037BAE6E3568CA2A2D1D4067A73E128B063D1695C71F,Z001023242375.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
2FCC1BD1A06E86082D591E36E506D1FA40D760EFC1B21FE4C217B4E322C6C14A,Z001023242334.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
305D8D5FCDD8153B4D7860ABD3DA30A0DEEB2A5FE84A9E26D4CD34F6D700C59D,Z001023305801.pdf,OTRO_DOCUMENTO,QR_ARCA_STRONG,NOTA_CREDITO|FACTURA,OTRO_DOCUMENTO,OTRO_DOCUMENTO,QR_ARCA_VALID_OTHER,OTRO_DOCUMENTO,QR_ARCA_VALID_OTHER,True,False,,,NOT_APPLICABLE
3076FFDD9F418AFDD5B31CC18B36AE05E9490A0F72498EE2BFBCD31D7E64BFA2,Z001023338059.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
3092DDF93D9023B2543787913A5DDCC17FC96A0ED1BF136611598370CF62B700,Z001023397600.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
31371F0EA09BFB13ECAECD39B9C36CF70E4662CB0E31F2ABE26B8E74402003F5,Z001023242951.pdf,OTRO_DOCUMENTO,EXISTING_GROUND_TRUTH,FACTURA,,FACTURA,FACTURA_TITLE_ONLY,,NO_DECISION_SECONDARY_FACTURA,,True,False,"Asunto: RV: RV: FACTURA ALQUILER MES 1, E 10662 + NC",SECONDARY_MENTION_MARKER
31DE1A416B6D580B5D1165E5D6C5C466715632F4D72D78BC2E8810AB73DE5B28,Z001023350943.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
322C40B36550B0F7D0049DA637513996B1C31F8F06C0B448E9EC872F4E972F4B,Z001023243737.pdf,OTRO_DOCUMENTO,QR_ARCA_STRONG,NOTA_CREDITO|FACTURA,OTRO_DOCUMENTO,OTRO_DOCUMENTO,QR_ARCA_VALID_OTHER,OTRO_DOCUMENTO,QR_ARCA_VALID_OTHER,True,False,,,NOT_APPLICABLE
333380C9957CC6E9E6EFC42F22BF224DEA5755070076AA639597896B6E673B17,Z001023454949.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
335AC770519EAE163C5134E2EA131117E2C33595801C0E539D09D931C4DA240B,Z001023242354.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
33B95FDA5CDFC4BE5204888C87AB45239DEC0AC1ACB2370964305CE0F768245E,Z001023243395.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
33D3388971240E38AD8A89602AF4B8B11EBBC2272E6FDAAE1E437F7FE7260AAE,Z001023466188.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
340AB65A0BFC66875EFA6C40EA968ED8EBF7B7E2A131262BAA9E97DFC5959B4D,Z001023398412.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
3448DCF88F6900E8366CA08BF8BAA0692AD6BEF3F82076ADD95F8FE4947A4B0F,Z001023455692.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
34E7190B10DE1060A821BA5B262D16CF469116C53FAA10A487AE71EDA02DE220,Z001023243373.pdf,FACTURA,EXISTING_GROUND_TRUTH,FACTURA,,FACTURA,FACTURA_TITLE_ONLY,FACTURA,FACTURA_TITLE_ONLY_STRONG_POSITIONAL,True,True,True,Original Factura,TITLE_LINE_WITH_ADJACENT_ID
350F46F213C2653AB83900D15401209105B5455FBAB65315DC8B591F08CE62F2,Z001023410663.pdf,OTRO_DOCUMENTO,QR_ARCA_STRONG,RECIBO|FACTURA,OTRO_DOCUMENTO,OTRO_DOCUMENTO,QR_ARCA_VALID_OTHER,OTRO_DOCUMENTO,QR_ARCA_VALID_OTHER,True,False,,,NOT_APPLICABLE
352F66BC7CF9951C2F9DE69F925334DF9B874980F691D7F45A7C24936BFE7846,Z001023283787.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
35709A9FA1B5566E20EBF278560F71587E0A106C380B5A0F94F2EE91C79F8222,Z001023422472.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
3587E6AB03170DE4C4D020438261A603650DFBE85C168F60E09D5A73ECF0F860,Z001023321110.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
35C4773BC9C8FC1DC8FA1507AFA0AEB06432146BB6BB557477A44D04C123B6E5,Z001023243442.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
365F308C8134893FC72DF386F207A96FDD371F37EC3055A5CF23B5198C24A70B,Z001023243750.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
36FC5A7B06DEF71BCE1C253544E436268CDF471309A124CAAFA87525DC567967,Z001023306655.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
37346AA5BE6C72C4AC91E827A627194B4DE69914C851502B5823969191488907,Z001023266920.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
3765EF04A08EF343D7BA682872B73AB2DCF411C869827A9BD7424C24F97843AD,Z001023243387.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
37A6D0A94246F3409B849117E8EBB1FB5C8C646076FAB878C3986C916D78CA50,Z001023305800.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
37B68E63F23B331B7585BD74DD85DD8ABF5122A348AA2F7F0EF539B332FFC54F,Z001023321412.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
382662294B57C459DB9F1231FE0503A77176D130F8EA1BFB709132C3115F1A49,Z001023243380.pdf,OTRO_DOCUMENTO,EXISTING_GROUND_TRUTH,RECIBO|FACTURA,OTRO_DOCUMENTO,OTRO_DOCUMENTO,QR_ARCA_VALID_OTHER,OTRO_DOCUMENTO,QR_ARCA_VALID_OTHER,True,False,,,NOT_APPLICABLE
3834409B59C9A290C26E9267C39A01D27D92856349DB019AB59C7BCAFDA3B75C,Z001023422112.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
383DE8754A9EBB07BD9EB72DB9800FFB5803C8E11BFB3BC0AAEB9C79AE193FD8,Z001023351330.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA|FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
3959DC8DDC555027B604CAB5E54E1D05BE4D0005114FC1D9D1A12DF5024BE8FA,Z001023242875.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
39882040989893FF1C7A809346D4085D7C4150C416ED632837EFB63E8EF1280C,Z001023338086.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
39F2792EB6ADB7A6A42E6D59FB9CF99DC6F5782A4E2CB744BB0A4DDAEB38AF34,Z001023268127.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
3A147E84D72EF85CE47639B6899772447FB32853AD73E6A2F0CC1740A4A50A77,Z001023321169.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
3A35BCF0925F1C86CC9EB96CBFEE45AA41D851EF05409D6911769B904C4687EA,Z001023386053.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
3AFB2CE63233BD208F616BCA0151C49963AEBE6E6790383E5EDDE99C80320D70,Z001023467449.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
3B09513F4698AB526157E3D33D6A791550FE255BF5C0DF6E5571073411B71FEA,Z001023306230.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
3B3B2B7D2CD031EE37963465FA692B212B53D70F89D1BF8E20ACA17B0730AC3C,Z001023267411.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
3B53A04C13E5943D49C91233DD964AC2F017008C05D24D029268E5512BE9386E,Z001023386152.pdf,FACTURA,QR_ARCA_STRONG,FACTURA,FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,FACTURA,QR_ARCA_VALID_FACTURA,True,False,,,NOT_APPLICABLE
