id,label,NOTIFICACION_BANCARIA,OTRO_BASE,RECIBO_HABERES,pred,passes_threshold
C04,RECIBO_HABERES,0.0018877420269115442,0.09121892678175081,0.9068933311913377,RECIBO_HABERES,True
C05,NOTIFICACION_BANCARIA,0.8663741685198638,0.1327566172766444,0.000869214203491791,NOTIFICACION_BANCARIA,True
