fold,id,group,source_label,family_max,payroll,bank
0,65056D9EA1A540DC588945E523AD94B314066341E145D5716A7A605D30F64157,F-FACD83D8B4281A05571A,FACTURA,7.831473924556852e-05,7.831473924556852e-05,1.4311402681381933e-05
0,660C649E87C0E096D3EA290A7EEB1B41027B0E57F5AC516359697241B2FA0A46,F-FACD83D8B4281A05571A,FACTURA,5.5808785773042904e-05,5.5808785773042904e-05,9.796051111036055e-06
0,669CEF756F24B3F2936E59DA9B442C8189694D27CDCAA0F56F21B933D8FFF582,F-FACD83D8B4281A05571A,FACTURA,9.206677360596752e-05,9.206677360596752e-05,2.5166685370536473e-05
0,68384C891F748520511F1AC118FCE49299EBC326BF1FA1B534BBBF80AEB427D4,F-FACD83D8B4281A05571A,FACTURA,6.5999646622803e-05,6.5999646622803e-05,1.5946516125087855e-05
0,68847021C832C384F382EB8B663EF6878C4B227562C30B4AE75BACD93F932807,F-FACD83D8B4281A05571A,FACTURA,4.1595437848901013e-05,4.1595437848901013e-05,1.8547749428324603e-06
0,688B857EBA76F3FDD3C84756E0A20DB13FDCC6613A64CC850D0CDA9760FDF897,F-FACD83D8B4281A05571A,FACTURA,4.816577064410431e-05,4.816577064410431e-05,1.908681363303276e-06
0,689B7BBF501134FEE362293BF2BFE282BFAF1D3D456B47AC2C5C1CCAB5FA15C4,F-FACD83D8B4281A05571A,OTRO_DOCUMENTO,8.499600823847792e-05,4.927766916526695e-05,8.499600823847792e-05
0,6A44D2562609C71F11C6039FD392E9E681619719A7040D46EA9B6E1E6DB4F295,F-FACD83D8B4281A05571A,FACTURA,9.683640212473056e-05,9.683640212473056e-05,5.980673376670248e-06
0,6AA2642DAF7B52EB364C1F945C3E1E25D291670E295B50405BC27CB969D12DE4,F-FACD83D8B4281A05571A,FACTURA,5.4614913803631535e-05,5.4614913803631535e-05,2.9613407782506336e-05
0,6AB1420C695AE2A02BBF6C1CF3EA49C7218A2CF1AC0BAE68E045D85D111FC0C0,F-FACD83D8B4281A05571A,FACTURA,0.00014346747185269945,0.00014346747185269945,2.1605814337533106e-05
0,6B0339E36C35108FAF16CA49C1BF3433163F965A1ED14438435253633CBB9F31,F-FACD83D8B4281A05571A,FACTURA,0.000660339077062805,0.000660339077062805,7.808980722481736e-06
0,6B4A3FF9C231EC839A67CEBFFE430E144F787E7637B5565884FC431C70BB3736,F-FACD83D8B4281A05571A,FACTURA,0.00011149721279219916,0.00011149721279219916,8.09889240801577e-06
0,6B7BB9D0EFF24F7DAB919D1049DE297F8C289642CBF813E3C2E85064308F0BC6,F-FACD83D8B4281A05571A,FACTURA,0.0002627178000462113,0.0002627178000462113,3.2511701089399684e-05
0,6BC87B9F03FDB1B6CA97AF962F30837A6B76F2CBC51CEAC85253E653BB7D3790,F-FACD83D8B4281A05571A,FACTURA,3.7340924467935186e-05,3.7340924467935186e-05,1.562828284310673e-06
0,6C4F806F57E884A8868D9DDA6F11E9A66107106EC3FE4989B56D5ED6BDBF705C,F-FACD83D8B4281A05571A,FACTURA,0.00012026721144625969,0.00012026721144625969,3.465827574834517e-05
0,6EE583A0329BFFE2CC0604B2DF470F2E9E8A3A491ABED3AE58229C122955C824,F-FACD83D8B4281A05571A,OTRO_DOCUMENTO,5.9658505238910574e-05,5.588150952078095e-05,5.9658505238910574e-05
0,70183B71AFCE11898A3EBCFC447FF1DA5F4FCE6AE346AD66A7BFB03C5841D4DF,F-FACD83D8B4281A05571A,OTRO_DOCUMENTO,8.499600823847792e-05,4.927766916526695e-05,8.499600823847792e-05
0,70701EB80254F49040749A4D00344EC36FD7AC369A877580BDB3B12BC941655A,F-FACD83D8B4281A05571A,FACTURA,4.0911241131615e-05,4.0911241131615e-05,7.567745752980045e-06
0,724463BDFD7CEF809283F23242EFA6D6746540C1B1BED9FA87F7081F3FEAA794,F-FACD83D8B4281A05571A,FACTURA,7.778607343305206e-05,7.778607343305206e-05,1.903572710025153e-05
0,7369DF302D07631A98454113785F530B862A7D556083C9BCE2A378E733A259D1,F-FACD83D8B4281A05571A,OTRO_DOCUMENTO,0.00011960340202396814,0.00011960340202396814,9.888161262799949e-06
0,750B721B9BDFFF78051B518266ACF845200D2C77179A01BD8DBB04C304DBA48F,F-FACD83D8B4281A05571A,FACTURA,2.7924151373410018e-05,2.7924151373410018e-05,1.0342190706546835e-06
0,789EA214DA187999DB573C790694ED9C456AD09E79B3423DA4745624AB02984B,F-FACD83D8B4281A05571A,FACTURA,3.47663128300501e-05,3.47663128300501e-05,1.5746883767750948e-05
0,7B3901E49FF57B75478E861F1A6EEC80C6FA8ED5B6BF3BAB44C8E8FC0989BB5C,F-FACD83D8B4281A05571A,FACTURA,0.00012214823816778214,0.00012214823816778214,3.6304299963914944e-05
0,7BE95791A9699A99D2073BA31B556C45CFA1A04985002C06CA6A36D57A86525D,F-FACD83D8B4281A05571A,FACTURA,3.920485426748813e-05,3.920485426748813e-05,1.5423378186925197e-06
0,7D43AB520097327C8645B32F08E408BD0715488AC01D3A360839A4652A9AC719,F-FACD83D8B4281A05571A,FACTURA,3.18133093128968e-05,3.18133093128968e-05,8.281103958473719e-06
0,7E7C1A039E6FDE0D4120995D969E25093755D4C47653EAE9E1F5998F2454448B,F-FACD83D8B4281A05571A,FACTURA,7.284628476953375e-05,7.284628476953375e-05,2.3278043522461188e-05
0,7FCBBC7B3E14E41EFA2F05C0FFC31F73B74BE9AA4754A639AD303E1AB0092CCE,F-FACD83D8B4281A05571A,OTRO_DOCUMENTO,8.232405345603466e-05,4.8722189239471416e-05,8.232405345603466e-05
