Sha256,FileName,FamilyId,TextAvailable,TextScore,HeaderTextScore,ScoreDifference,Uncertainty,FamilyTrainingCount,ReviewReason,HeaderTextAvailable,SemanticSimilarityToOtro,PriorityScore,InferenceStatus
9D9DCD74FDCADF6E7F394B283EC849B42A5DDB2941D87CCBABC7A7DB6C1D1329,Z001023350216.pdf,F-3FC8E5F62E6BBF083D8A,True,0.2712829683455356,0.5856506850442017,0.3143677166986661,0.8286986299115966,0,BAJO_PFACTURA;INCERTIDUMBRE;FAMILIA_POCO_REPRESENTADA;SIMILITUD_CON_OTRO_CONOCIDO,True,0.7158880131579309,0.6659723376389848,OK
B74F2DCA315F2C0C20BD3F950FE7D0CDD421C9AB08E1DA4D9B39FBF0A428EB87,Z001023467602.pdf,F-F46647672BE189FABE87,True,0.2888881700976007,0.48071781413519366,0.19182964403759295,0.9614356282703873,0,BAJO_PFACTURA;INCERTIDUMBRE;FAMILIA_POCO_REPRESENTADA;SIMILITUD_CON_OTRO_CONOCIDO,True,0.6781141857544035,0.6444289057863565,OK
1D13477161B6EB6F50A6EBAFE735A74D351D55222F26B460197C1D95EE5798A5,Z001023322781.pdf,F-88C02FEA601F21AC4924,True,0.28815408799505393,0.4782440884939418,0.19009000049888786,0.9564881769878836,0,BAJO_PFACTURA;INCERTIDUMBRE;FAMILIA_POCO_REPRESENTADA;SIMILITUD_CON_OTRO_CONOCIDO,True,0.6807447354647207,0.6438085650213551,OK
8CACCA49C1F3830446384AE1E40B0ADE9991E5BF0452601621929CC77DEF4CD3,Z001023454865.pdf,F-44482D15570D2EFCE898,True,0.2820247813344075,0.4712899453900889,0.1892651640556814,0.9425798907801778,0,BAJO_PFACTURA;INCERTIDUMBRE;FAMILIA_POCO_REPRESENTADA;SIMILITUD_CON_OTRO_CONOCIDO,True,0.6787944155758779,0.6437728036547719,OK
CF1B0AAD4B633322B50D7FFDBEDBED32C1B7DF11A46EBE800F4AB45DC0B8CDBD,Z001023336745.pdf,F-D1AD771B95B69FD65DF1,True,0.2893362350667956,0.45132452245787674,0.16198828739108112,0.9026490449157535,0,BAJO_PFACTURA;INCERTIDUMBRE;FAMILIA_POCO_REPRESENTADA;SIMILITUD_CON_OTRO_CONOCIDO,True,0.6848294208561857,0.6286428766440336,OK
A32ECD1BFF857D02AB31FBFE06D1869C3F0497B9D4FF9A69A02E307D0FC33208,Z001023454410.pdf,F-6C00B1F826C0143333BB,True,0.2967852447669217,0.4596721926209206,0.16288694785399893,0.9193443852418413,0,BAJO_PFACTURA;INCERTIDUMBRE;FAMILIA_POCO_REPRESENTADA;SIMILITUD_CON_OTRO_CONOCIDO,True,0.6661085580194935,0.6265201526449566,OK
1ED61F74F18006764BD6449DD4DFD2A4762E84307C9B3636FB875B1E0D7E9F26,Z001023454624.pdf,F-FD79B9742B962097BA91,True,0.26670589838501296,0.4099839232456092,0.14327802486059626,0.8199678464912185,0,BAJO_PFACTURA;INCERTIDUMBRE;FAMILIA_POCO_REPRESENTADA;SIMILITUD_CON_OTRO_CONOCIDO,True,0.7322872110793256,0.6253610449427591,OK
3B58AAEBE704B77164E221693C2D296A4476F9D75BE9585F0A2643A003D476A6,Z001023242287.pdf,F-88C02FEA601F21AC4924,True,0.28546168930878696,0.4401553705492133,0.15469368124042632,0.8803107410984266,0,BAJO_PFACTURA;INCERTIDUMBRE;FAMILIA_POCO_REPRESENTADA;SIMILITUD_CON_OTRO_CONOCIDO,True,0.6798507457048993,0.6245204303218458,OK
3B394E621E927A5D336A282E41A7695E344AC81CD76DC7C6B82C5636FEFA5282,Z001023397806.pdf,F-1794A36B305A056A7A4A,True,0.3204291869529332,0.4914974072825484,0.17106822032961522,0.9829948145650969,0,BAJO_PFACTURA;INCERTIDUMBRE;FAMILIA_POCO_REPRESENTADA;SIMILITUD_CON_OTRO_CONOCIDO,True,0.6138129920286758,0.6234259016888627,OK
52E48E94AE02735B5811D4F43291DFC21DA9074983A85E5BB255BD0A4C6FA77C,Z001023242292.pdf,F-1794A36B305A056A7A4A,True,0.2886567978051528,0.4412603262987013,0.15260352849354852,0.8825206525974026,0,BAJO_PFACTURA;INCERTIDUMBRE;FAMILIA_POCO_REPRESENTADA;SIMILITUD_CON_OTRO_CONOCIDO,True,0.6820730552825209,0.6232735664191884,OK
291D53881AC4D3DB4444FEAB3EEA3F5E6E143D9ABC61352ACD5952CE33E4D9A1,Z001023386296.pdf,F-1794A36B305A056A7A4A,True,0.28631154886963023,0.4343815059994256,0.14806995712979537,0.8687630119988512,0,BAJO_PFACTURA;INCERTIDUMBRE;FAMILIA_POCO_REPRESENTADA;SIMILITUD_CON_OTRO_CONOCIDO,True,0.6806514358994226,0.6208724651243667,OK
3C94257F7903975E81A85B51D28E34E5F606FD9A65B196B49A7E627B796A8ED2,Z001023423303.pdf,F-935650FEBAB4DA364984,True,0.32340967735643233,0.4918261935695052,0.16841651621307285,0.9836523871390104,0,BAJO_PFACTURA;INCERTIDUMBRE;FAMILIA_POCO_REPRESENTADA;SIMILITUD_CON_OTRO_CONOCIDO,True,0.6021443365366369,0.6205025498352106,OK
8441B87BFC984C929BA7CAD936B73DC8744FCB5AFCE7621462F69256E436A220,Z001023386297.pdf,F-1794A36B305A056A7A4A,True,0.2882942620617472,0.4342356489386168,0.14594138687686964,0.8684712978772337,0,BAJO_PFACTURA;INCERTIDUMBRE;FAMILIA_POCO_REPRESENTADA;SIMILITUD_CON_OTRO_CONOCIDO,True,0.6833137764215959,0.6197697142182631,OK
F317BB18993C7CED7A45AA3F6FD178FA96A6172E7FABD7108EEF224157CC0671,Z001023455638.pdf,F-1794A36B305A056A7A4A,True,0.28788776980788144,0.4336209602082581,0.14573319040037663,0.8672419204165162,0,BAJO_PFACTURA;INCERTIDUMBRE;FAMILIA_POCO_REPRESENTADA;SIMILITUD_CON_OTRO_CONOCIDO,True,0.682690674476431,0.619633545187062,OK
95F2C9C4D0C1D6280F1EB19BEFBEBD0BA285843D7F7A512DB9D892EE33ED6304,Z001023455637.pdf,F-1794A36B305A056A7A4A,True,0.2881028585943287,0.4328932220216917,0.144790363427363,0.8657864440433835,0,BAJO_PFACTURA;INCERTIDUMBRE;FAMILIA_POCO_REPRESENTADA;SIMILITUD_CON_OTRO_CONOCIDO,True,0.682879949281588,0.6191124089537756,OK
D0B235541FF454DD27C268EFAEAD6B7BD9413252680BF968BD1A73DFBAB8FBF2,Z001023422650.pdf,F-1794A36B305A056A7A4A,True,0.2879129162020264,0.4301806069052463,0.14226769070321987,0.8603612138104926,0,BAJO_PFACTURA;INCERTIDUMBRE;FAMILIA_POCO_REPRESENTADA;SIMILITUD_CON_OTRO_CONOCIDO,True,0.6817343082031351,0.6176293690868817,OK
BD1E0ED2FF5728514FE2BA73BC86754E43DF43FC802597B768C1BE1E3E86828D,Z001023242494.pdf,F-E0E6D4CC2AAA356496FF,True,0.3180202745911158,0.47624852821855473,0.15822825362743892,0.9524970564371095,0,BAJO_PFACTURA;INCERTIDUMBRE;FAMILIA_POCO_REPRESENTADA;SIMILITUD_CON_OTRO_CONOCIDO,True,0.6125325430039258,0.6164767663363724,OK
31328D4E2153E46FAAAE9641222277DAE1F13947AF9A092B4BB7755FBBB9A801,Z001023386156.pdf,F-46037C8538DCC1CC60E9,True,0.28413004108259976,0.42324645360337637,0.1391164125207766,0.8464929072067527,0,BAJO_PFACTURA;INCERTIDUMBRE;FAMILIA_POCO_REPRESENTADA;SIMILITUD_CON_OTRO_CONOCIDO,True,0.6778663149451181,0.615887654272679,OK
A6D943E86073406D69A2BE4C1751A6C7EB285A3860B94FE6E1A630775C2D1280,Z001023455639.pdf,F-1794A36B305A056A7A4A,True,0.2897641719112227,0.4281848936796037,0.138420721768381,0.8563697873592074,0,BAJO_PFACTURA;INCERTIDUMBRE;FAMILIA_POCO_REPRESENTADA;SIMILITUD_CON_OTRO_CONOCIDO,True,0.6826437017330725,0.6154193499547945,OK
918370F621103ADF69B84A631E8BCEBB4FDFA068BB4289E44E615F647AD48657,Z001023386326.pdf,F-1794A36B305A056A7A4A,True,0.2881079077813463,0.4244626384283474,0.1363547306470011,0.8489252768566948,0,BAJO_PFACTURA;INCERTIDUMBRE;FAMILIA_POCO_REPRESENTADA;SIMILITUD_CON_OTRO_CONOCIDO,True,0.6831739011488361,0.6145017011925996,OK
F5B20E2FAC033C9D5BA92D99C949698DBB26043F8E3F3F442FED8229556887A2,Z001023454353.pdf,F-8D79124EE795FD7A7513,True,0.2891688411323584,0.4215561920807077,0.1323873509483493,0.8431123841614154,0,BAJO_PFACTURA;INCERTIDUMBRE;FAMILIA_POCO_REPRESENTADA;SIMILITUD_CON_OTRO_CONOCIDO,True,0.6678356364770016,0.6106797225560565,OK
8E13B132B3C35681FD69825FDE333EBCA80C317CA504C213983AAC7C752C5051,Z001023386325.pdf,F-1794A36B305A056A7A4A,True,0.289248676003983,0.41637089981185404,0.12712222380787103,0.8327417996237081,0,BAJO_PFACTURA;INCERTIDUMBRE;FAMILIA_POCO_REPRESENTADA;SIMILITUD_CON_OTRO_CONOCIDO,True,0.6830782590320388,0.6093001813971347,OK
2076838F1D52111FD6BC4EE423E4CCB3B132F44875254A486F179702AC11CD3E,Z001023284938.pdf,F-F658E033C4D54733E55E,True,0.27092429406519336,0.39157735388381754,0.12065305981862418,0.7831547077676351,0,BAJO_PFACTURA;FAMILIA_POCO_REPRESENTADA;SIMILITUD_CON_OTRO_CONOCIDO,True,0.6991042998067859,0.6091771834744026,OK
656D5AE0B6E56A426A27D1641C28FD6399B7C35B09FF73D37BA1F9BB63A1B752,Z001023466586.pdf,F-AB87D0B2C88FB403BAD9,True,0.28711939374212414,0.41521025845350545,0.1280908647113813,0.8304205169070109,0,BAJO_PFACTURA;INCERTIDUMBRE;FAMILIA_POCO_REPRESENTADA;SIMILITUD_CON_OTRO_CONOCIDO,True,0.6710786181333516,0.6088458980303825,OK
029BA74C659EF4DD76D6B27B185845B1D08198841CC36B27A5670D9A22ABD069,Z001023322190.pdf,F-D82C7BBE00D168058BFD,True,0.2914003175166078,0.41697514772827565,0.12557483021166788,0.8339502954565513,0,BAJO_PFACTURA;INCERTIDUMBRE;FAMILIA_POCO_REPRESENTADA;SIMILITUD_CON_OTRO_CONOCIDO,True,0.6727002268018347,0.60719614754494,OK
