Sha256,FileName,FamilyId,TextAvailable,TextScore,HeaderTextScore,ScoreDifference,Uncertainty,FamilyTrainingCount,ReviewReason,HeaderTextAvailable,SemanticSimilarityToOtro,PriorityScore,InferenceStatus,CandidateId
9D9DCD74FDCADF6E7F394B283EC849B42A5DDB2941D87CCBABC7A7DB6C1D1329,Z001023350216.pdf,F-3FC8E5F62E6BBF083D8A,True,0.2712829683455356,0.5856506850442017,0.3143677166986661,0.8286986299115966,0,BAJO_PFACTURA;INCERTIDUMBRE;FAMILIA_POCO_REPRESENTADA;SIMILITUD_CON_OTRO_CONOCIDO,True,0.7158880131579309,0.6659723376389848,OK,R000099
B74F2DCA315F2C0C20BD3F950FE7D0CDD421C9AB08E1DA4D9B39FBF0A428EB87,Z001023467602.pdf,F-F46647672BE189FABE87,True,0.2888881700976007,0.48071781413519366,0.19182964403759295,0.9614356282703873,0,BAJO_PFACTURA;INCERTIDUMBRE;FAMILIA_POCO_REPRESENTADA;SIMILITUD_CON_OTRO_CONOCIDO,True,0.6781141857544035,0.6444289057863565,OK,R000139
1D13477161B6EB6F50A6EBAFE735A74D351D55222F26B460197C1D95EE5798A5,Z001023322781.pdf,F-88C02FEA601F21AC4924,True,0.28815408799505393,0.4782440884939418,0.19009000049888786,0.9564881769878836,0,BAJO_PFACTURA;INCERTIDUMBRE;FAMILIA_POCO_REPRESENTADA;SIMILITUD_CON_OTRO_CONOCIDO,True,0.6807447354647207,0.6438085650213551,OK,R000093
8CACCA49C1F3830446384AE1E40B0ADE9991E5BF0452601621929CC77DEF4CD3,Z001023454865.pdf,F-44482D15570D2EFCE898,True,0.2820247813344075,0.4712899453900889,0.1892651640556814,0.9425798907801778,0,BAJO_PFACTURA;INCERTIDUMBRE;FAMILIA_POCO_REPRESENTADA;SIMILITUD_CON_OTRO_CONOCIDO,True,0.6787944155758779,0.6437728036547719,OK,R000021
CF1B0AAD4B633322B50D7FFDBEDBED32C1B7DF11A46EBE800F4AB45DC0B8CDBD,Z001023336745.pdf,F-D1AD771B95B69FD65DF1,True,0.2893362350667956,0.45132452245787674,0.16198828739108112,0.9026490449157535,0,BAJO_PFACTURA;INCERTIDUMBRE;FAMILIA_POCO_REPRESENTADA;SIMILITUD_CON_OTRO_CONOCIDO,True,0.6848294208561857,0.6286428766440336,OK,R000025
A32ECD1BFF857D02AB31FBFE06D1869C3F0497B9D4FF9A69A02E307D0FC33208,Z001023454410.pdf,F-6C00B1F826C0143333BB,True,0.2967852447669217,0.4596721926209206,0.16288694785399893,0.9193443852418413,0,BAJO_PFACTURA;INCERTIDUMBRE;FAMILIA_POCO_REPRESENTADA;SIMILITUD_CON_OTRO_CONOCIDO,True,0.6661085580194935,0.6265201526449566,OK,R000013
1ED61F74F18006764BD6449DD4DFD2A4762E84307C9B3636FB875B1E0D7E9F26,Z001023454624.pdf,F-FD79B9742B962097BA91,True,0.26670589838501296,0.4099839232456092,0.14327802486059626,0.8199678464912185,0,BAJO_PFACTURA;INCERTIDUMBRE;FAMILIA_POCO_REPRESENTADA;SIMILITUD_CON_OTRO_CONOCIDO,True,0.7322872110793256,0.6253610449427591,OK,R000068
3B58AAEBE704B77164E221693C2D296A4476F9D75BE9585F0A2643A003D476A6,Z001023242287.pdf,F-88C02FEA601F21AC4924,True,0.28546168930878696,0.4401553705492133,0.15469368124042632,0.8803107410984266,0,BAJO_PFACTURA;INCERTIDUMBRE;FAMILIA_POCO_REPRESENTADA;SIMILITUD_CON_OTRO_CONOCIDO,True,0.6798507457048993,0.6245204303218458,OK,R000015
3B394E621E927A5D336A282E41A7695E344AC81CD76DC7C6B82C5636FEFA5282,Z001023397806.pdf,F-1794A36B305A056A7A4A,True,0.3204291869529332,0.4914974072825484,0.17106822032961522,0.9829948145650969,0,BAJO_PFACTURA;INCERTIDUMBRE;FAMILIA_POCO_REPRESENTADA;SIMILITUD_CON_OTRO_CONOCIDO,True,0.6138129920286758,0.6234259016888627,OK,R000143
52E48E94AE02735B5811D4F43291DFC21DA9074983A85E5BB255BD0A4C6FA77C,Z001023242292.pdf,F-1794A36B305A056A7A4A,True,0.2886567978051528,0.4412603262987013,0.15260352849354852,0.8825206525974026,0,BAJO_PFACTURA;INCERTIDUMBRE;FAMILIA_POCO_REPRESENTADA;SIMILITUD_CON_OTRO_CONOCIDO,True,0.6820730552825209,0.6232735664191884,OK,R000088
291D53881AC4D3DB4444FEAB3EEA3F5E6E143D9ABC61352ACD5952CE33E4D9A1,Z001023386296.pdf,F-1794A36B305A056A7A4A,True,0.28631154886963023,0.4343815059994256,0.14806995712979537,0.8687630119988512,0,BAJO_PFACTURA;INCERTIDUMBRE;FAMILIA_POCO_REPRESENTADA;SIMILITUD_CON_OTRO_CONOCIDO,True,0.6806514358994226,0.6208724651243667,OK,R000114
3C94257F7903975E81A85B51D28E34E5F606FD9A65B196B49A7E627B796A8ED2,Z001023423303.pdf,F-935650FEBAB4DA364984,True,0.32340967735643233,0.4918261935695052,0.16841651621307285,0.9836523871390104,0,BAJO_PFACTURA;INCERTIDUMBRE;FAMILIA_POCO_REPRESENTADA;SIMILITUD_CON_OTRO_CONOCIDO,True,0.6021443365366369,0.6205025498352106,OK,R000054
8441B87BFC984C929BA7CAD936B73DC8744FCB5AFCE7621462F69256E436A220,Z001023386297.pdf,F-1794A36B305A056A7A4A,True,0.2882942620617472,0.4342356489386168,0.14594138687686964,0.8684712978772337,0,BAJO_PFACTURA;INCERTIDUMBRE;FAMILIA_POCO_REPRESENTADA;SIMILITUD_CON_OTRO_CONOCIDO,True,0.6833137764215959,0.6197697142182631,OK,R000049
F317BB18993C7CED7A45AA3F6FD178FA96A6172E7FABD7108EEF224157CC0671,Z001023455638.pdf,F-1794A36B305A056A7A4A,True,0.28788776980788144,0.4336209602082581,0.14573319040037663,0.8672419204165162,0,BAJO_PFACTURA;INCERTIDUMBRE;FAMILIA_POCO_REPRESENTADA;SIMILITUD_CON_OTRO_CONOCIDO,True,0.682690674476431,0.619633545187062,OK,R000014
95F2C9C4D0C1D6280F1EB19BEFBEBD0BA285843D7F7A512DB9D892EE33ED6304,Z001023455637.pdf,F-1794A36B305A056A7A4A,True,0.2881028585943287,0.4328932220216917,0.144790363427363,0.8657864440433835,0,BAJO_PFACTURA;INCERTIDUMBRE;FAMILIA_POCO_REPRESENTADA;SIMILITUD_CON_OTRO_CONOCIDO,True,0.682879949281588,0.6191124089537756,OK,R000028
